Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Start Year,Start Month,Start Day,Start Quarter,CI_Sum
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,50 - 59 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,8.5,7.7,9.5,7.7 - 9.5,Unknown,2021,4,28,2,17.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,60 - 69 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,4.8,4.3,5.5,4.3 - 5.5,Unknown,2021,4,28,2,9.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,70 - 79 years,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,2.7,2.2,3.4,2.2 - 3.4,Unknown,2021,4,28,2,5.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Male,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,7.5,6.8,8.3,6.8 - 8.3,Unknown,2021,4,28,2,15.100000000000001
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Female,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,11.8,11.3,12.4,11.3 - 12.4,Unknown,2021,4,28,2,23.700000000000003
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,3.2,2.9,3.5,2.9 - 3.5,Unknown,2021,4,28,2,6.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,24.8,23.7,26.0,23.7 - 26.0,Unknown,2021,4,28,2,49.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,9.3,8.3,10.3,8.3 - 10.3,Unknown,2021,4,28,2,18.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,9.8,9.3,10.3,9.3 - 10.3,Unknown,2021,4,28,2,19.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,10.9,8.8,13.3,8.8 - 13.3,Unknown,2021,4,28,2,22.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,5.7,4.4,7.1,4.4 - 7.1,Unknown,2021,4,28,2,11.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,14.4,11.7,17.6,11.7 - 17.6,Unknown,2021,4,28,2,29.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,11.4,7.6,16.1,7.6 - 16.1,Unknown,2021,4,28,2,23.700000000000003
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,High school diploma or GED,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,7.8,6.9,8.9,6.9 - 8.9,Unknown,2021,4,28,2,15.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,11.8,11.3,12.3,11.3 - 12.3,Unknown,2021,4,28,2,23.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,9.3,8.6,10.0,8.6 - 10.0,Unknown,2021,4,28,2,18.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,With disability,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,22.3,20.5,24.1,20.5 - 24.1,Unknown,2021,4,28,2,44.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,United States,Without disability,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,7.9,7.5,8.4,7.5 - 8.4,Unknown,2021,4,28,2,15.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,21.0,20.5,21.6,20.5 - 21.6,Unknown,2021,5,12,2,42.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,21.7,19.9,23.6,19.9 - 23.6,Unknown,2021,5,12,2,43.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,20.1,18.7,21.6,18.7 - 21.6,Unknown,2021,5,12,2,40.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,20.5,19.3,21.8,19.3 - 21.8,Unknown,2021,5,12,2,41.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,22.8,21.4,24.2,21.4 - 24.2,Unknown,2021,5,12,2,45.599999999999994
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,22.0,20.4,23.8,20.4 - 23.8,Unknown,2021,5,12,2,44.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,19.9,18.1,21.7,18.1 - 21.7,Unknown,2021,5,12,2,39.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,15.2,11.7,19.4,11.7 - 19.4,Unknown,2021,5,12,2,31.099999999999998
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,15.1,14.2,16.0,14.2 - 16.0,Unknown,2021,5,12,2,30.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,26.5,25.7,27.3,25.7 - 27.3,Unknown,2021,5,12,2,53.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,14.2,13.6,14.8,13.6 - 14.8,Unknown,2021,5,12,2,28.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,37.1,35.8,38.3,35.8 - 38.3,Unknown,2021,5,12,2,74.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,16.8,15.1,18.6,15.1 - 18.6,Unknown,2021,5,12,2,33.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,23.8,23.2,24.5,23.2 - 24.5,Unknown,2021,5,12,2,47.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,15.3,13.4,17.3,13.4 - 17.3,Unknown,2021,5,12,2,30.700000000000003
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,8.6,7.2,10.2,7.2 - 10.2,Unknown,2021,5,12,2,17.4
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,23.8,20.2,27.7,20.2 - 27.7,Unknown,2021,5,12,2,47.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,20.3,16.4,24.5,16.4 - 24.5,Unknown,2021,5,12,2,40.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,19.5,18.0,21.1,18.0 - 21.1,Unknown,2021,5,12,2,39.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,23.8,22.6,25.0,22.6 - 25.0,Unknown,2021,5,12,2,47.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,20.0,19.4,20.7,19.4 - 20.7,Unknown,2021,5,12,2,40.099999999999994
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,With disability,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,41.8,39.6,44.0,39.6 - 44.0,Unknown,2021,5,12,2,83.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,United States,Without disability,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,17.9,17.3,18.4,17.3 - 18.4,Unknown,2021,5,12,2,35.7
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,10.0,9.5,10.4,9.5 - 10.4,Unknown,2021,5,12,2,19.9
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,16.8,15.0,18.8,15.0 - 18.8,Unknown,2021,5,12,2,33.8
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,13.4,12.1,14.7,12.1 - 14.7,Unknown,2021,5,12,2,26.799999999999997
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,11.5,10.6,12.4,10.6 - 12.4,Unknown,2021,5,12,2,23.0
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,8.6,7.8,9.6,7.8 - 9.6,Unknown,2021,5,12,2,17.4
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,5.4,4.9,5.9,4.9 - 5.9,Unknown,2021,5,12,2,10.8
"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,5.0,3.8,6.5,3.8 - 6.5,Unknown,2021,5,12,2,10.3
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,7.4,6.8,8.0,6.8 - 8.0,Unknown,2021,5,12,2,14.8
"Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,12.3,11.7,13.0,11.7 - 13.0,Unknown,2021,5,12,2,24.7
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,5.9,5.5,6.3,5.5 - 6.3,Unknown,2021,5,12,2,11.8
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,19.4,18.3,20.5,18.3 - 20.5,Unknown,2021,5,12,2,38.8
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,9.0,7.7,10.4,7.7 - 10.4,Unknown,2021,5,12,2,18.1
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,10.4,9.9,11.0,9.9 - 11.0,Unknown,2021,5,12,2,20.9
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,9.3,8.1,10.6,8.1 - 10.6,Unknown,2021,5,12,2,18.7
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,5.7,4.5,7.0,4.5 - 7.0,Unknown,2021,5,12,2,11.5
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,14.6,12.5,16.9,12.5 - 16.9,Unknown,2021,5,12,2,29.4
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,7.0,5.2,9.1,5.2 - 9.1,Unknown,2021,5,12,2,14.3
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,7.0,6.2,8.0,6.2 - 8.0,Unknown,2021,5,12,2,14.2
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,11.2,10.4,12.0,10.4 - 12.0,Unknown,2021,5,12,2,22.4
"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,12.0,11.4,12.6,11.4 - 12.6,Unknown,2021,5,12,2,24.0
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,19.6,17.9,21.3,17.9 - 21.3,Unknown,2021,5,12,2,39.2
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,8.5,8.1,8.9,8.1 - 8.9,Unknown,2021,5,12,2,17.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,24.3,23.7,24.9,23.7 - 24.9,Unknown,2021,5,12,2,48.599999999999994
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,28.2,26.1,30.5,26.1 - 30.5,Unknown,2021,5,12,2,56.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,24.9,23.2,26.7,23.2 - 26.7,Unknown,2021,5,12,2,49.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,24.3,23.0,25.6,23.0 - 25.6,Unknown,2021,5,12,2,48.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,25.1,23.7,26.5,23.7 - 26.5,Unknown,2021,5,12,2,50.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,23.4,21.7,25.2,21.7 - 25.2,Unknown,2021,5,12,2,46.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,20.9,19.2,22.8,19.2 - 22.8,Unknown,2021,5,12,2,42.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,16.3,12.6,20.5,12.6 - 20.5,Unknown,2021,5,12,2,33.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,17.6,16.6,18.6,16.6 - 18.6,Unknown,2021,5,12,2,35.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,30.4,29.5,31.3,29.5 - 31.3,Unknown,2021,5,12,2,60.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,16.6,16.0,17.3,16.0 - 17.3,Unknown,2021,5,12,2,33.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,42.1,40.8,43.4,40.8 - 43.4,Unknown,2021,5,12,2,84.19999999999999
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,19.6,17.7,21.7,17.7 - 21.7,Unknown,2021,5,12,2,39.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,27.0,26.4,27.7,26.4 - 27.7,Unknown,2021,5,12,2,54.099999999999994
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,18.9,17.1,20.9,17.1 - 20.9,Unknown,2021,5,12,2,38.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,11.5,9.9,13.3,9.9 - 13.3,Unknown,2021,5,12,2,23.200000000000003
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,28.9,25.2,32.8,25.2 - 32.8,Unknown,2021,5,12,2,58.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,21.5,17.6,25.9,17.6 - 25.9,Unknown,2021,5,12,2,43.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,21.7,20.0,23.4,20.0 - 23.4,Unknown,2021,5,12,2,43.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,27.0,25.8,28.2,25.8 - 28.2,Unknown,2021,5,12,2,54.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,24.7,23.9,25.5,23.9 - 25.5,Unknown,2021,5,12,2,49.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,With disability,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,45.8,43.5,48.0,43.5 - 48.0,Unknown,2021,5,12,2,91.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Disability status,United States,Without disability,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,21.0,20.4,21.6,20.4 - 21.6,Unknown,2021,5,12,2,42.0
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",National Estimate,United States,United States,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,10.1,9.7,10.5,9.7 - 10.5,Unknown,2021,5,12,2,20.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,18 - 29 years,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,20.8,18.6,23.1,18.6 - 23.1,Unknown,2021,5,12,2,41.7
